termid,docid
2223,6677
2266,8922
2282,7855
2291,9206
2296,3834
2299,6129
2305,9610
2325,2141
2325,2558
2342,5088
2343,7559
2345,7252
2366,6618
2367,4613
2389,7210
2395,7138
2404,6334
2414,9907
2424,9959
2427,536
2434,2614
2450,5118
2459,1999
2478,846
2490,5876
2496,7441
2497,9794
2519,5373
2541,8447
2541,3780
2556,5836
2577,3475
2578,5295
2585,9214
2591,502
2597,551
2598,3491
2599,5498
2600,3421
2614,3330
2619,3342
2629,1658
2642,9898
2642,6629
2649,2055
2649,4445
2653,2645
2654,8141
2655,1361
2666,3425
2666,2047
2709,2052
2711,2344
2712,9519
2721,1435
2724,9087
2726,4479
2726,6427
2757,5592
2763,7673
2777,2978
2794,1151
2799,8182
2802,4815
2804,4477
2805,6296
2817,4884
2838,8137
2842,7994
2846,2025
2854,1523
2878,2088
2879,4978
2881,3148
2883,3716
2898,4622
2938,653
2941,2650
2944,5563
2957,2896
2974,3998
2979,4895
2987,2641
2988,5434
2994,7937
2998,4957
3012,5088
3030,2135
3040,6931
3063,4847
3064,7142
3076,5776
3081,2635
3094,6641
3109,3239
3120,7230
3149,6612
3174,203
3175,4464
3191,2198
3200,9846
3204,3264
3220,1568
3223,9548
3229,4764
3237,692
3244,4420
3258,115
3272,2803
3276,9492
3306,4719
3324,329
3324,5066
3327,1278
3330,5680
3337,9324
3361,8210
3364,9931
3377,7217
3378,9465
3408,8455
3409,5557
3417,4095
3427,5880
3430,9527
3434,8147
3438,7370
3440,2646
3449,4047
3455,2758
3456,7802
3474,9433
3476,5103
3492,8791
3498,7642
3499,7796
3499,7041
3501,514
3508,6319
3513,8074
3522,5306
3527,128
3537,6624
3539,3095
3550,1792
3569,9304
3573,8318
3580,4265
3582,4774
3585,4237
3601,3707
3621,239
3631,258
3631,8299
3634,6629
3646,1993
3652,1958
3659,2388
3664,3778
3676,669
3677,2365
3685,2714
3688,3253
3688,1977
3691,633
3700,8103
3700,938
3714,9768
3722,1569
3730,5252
3732,2804
3743,1008
3768,7100
3771,2787
3775,1797
3776,7684
3790,5788
3796,398
3798,5573
3802,4237
3803,2665
3804,1110
3835,8685
3837,4345
3852,4198
3855,5143
3866,277
3866,4543
3867,9187
3869,7712
3877,5485
3882,6859
3885,299
3915,3102
3924,4378
3929,3455
3943,1521
3946,4454
3950,846
3966,2828
3974,1575
3997,2285
3999,4522
4032,5794
4040,1335
4057,7406
4064,5401
4073,203
4077,5676
4088,6397
4088,5314
4113,9981
4118,4456
4121,323
4122,2807
4130,2327
4134,5444
4163,8310
4176,9889
4194,9533
4219,8462
4221,4128
4230,6797
4249,9393
4249,2752
4252,8132
4261,2587
4274,1841
4280,2814
4281,4765
4284,148
4286,3764
4296,3643
4303,729
4321,1863
4338,360
4341,9664
4345,3618
4362,3434
4385,6985
4414,502
4433,7838
4438,6990
4442,3221
4446,4262
4457,7791
4467,943
4477,3924
4494,8720
4505,521
4505,851
4508,6052
4509,5374
4516,2863
4516,4821
4521,7799
4526,4337
4544,1407
4545,2403
4554,7457
4560,9509
4582,534
4583,7800
4597,1026
4618,2726
4645,2616
4645,9659
4670,1173
4713,3095
4718,4169
4722,1929
4795,9602
4795,3361
4808,3063
4815,3274
4823,5577
4826,4525
4829,155
4840,1947
4840,5811
4847,7938
4848,1881
4850,2050
4867,4867
4878,4652
4878,9144
4904,8595
4919,3822
4934,8430
4939,4209
4940,8695
4952,1888
4968,1340
4968,4179
4977,5933
