termid,docid
2091,2405
2097,5418
2099,8676
2103,6319
2108,3805
2121,403
2123,4382
2155,5639
2157,4811
2202,3424
2207,8506
2212,9997
2219,3175
2228,3397
2236,3456
2254,4687
2259,713
2277,4859
2279,4117
2283,7908
2296,8373
2310,9410
2321,2792
2328,5983
2350,394
2359,5045
2366,7032
2382,5652
2382,1911
2383,6294
2388,8825
2408,9560
2412,1112
2417,8225
2420,9724
2424,5242
2438,1479
2442,8182
2474,466
2497,9423
2501,5873
2502,5223
2504,5506
2508,6093
2521,2668
2528,6121
2531,9484
2538,6399
2549,7250
2557,5878
2562,4804
2572,6874
2587,4841
2613,5689
2614,6925
2614,3517
2617,2131
2623,9986
2628,9990
2652,5606
2666,5547
2674,6871
2685,3084
2687,7998
2700,697
2709,3511
2781,6807
2782,2114
2787,492
2788,2864
2793,3014
2804,3012
2808,8683
2810,7286
2816,8846
2896,6369
2906,7006
2923,6687
2924,8032
2927,6579
2931,7400
2940,7690
2954,6276
2970,2625
2971,6249
2979,6803
2984,4948
2995,1535
3003,2067
3007,6818
3008,5647
3021,5132
3088,153
3104,9157
3132,223
3135,3896
3146,7793
3152,5917
3155,1520
3157,660
3164,5674
3165,4909
3184,3031
3192,1860
3194,4941
3200,2785
3220,9059
3221,3085
3227,4094
3250,4318
3254,7589
3274,3229
3279,428
3286,7182
3299,2113
3302,6994
3307,2007
3312,9136
3323,7885
3329,9101
3336,7807
3345,798
3349,5211
3353,6983
3353,9442
3359,5543
3373,9001
3374,7178
3381,354
3393,8232
3405,4394
3420,3304
3421,8063
3422,1193
3423,7598
3430,1744
3430,8004
3436,3527
3448,8943
3450,394
3453,9574
3459,9081
3463,2787
3474,5354
3476,3943
3508,451
3510,5462
3522,7698
3538,5648
3551,475
3604,4532
3611,5302
3617,2531
3656,2290
3723,8306
3754,9601
3764,2932
3792,4112
3793,9718
3807,9812
3810,8962
3823,5017
3864,9708
3880,8072
3892,3625
3897,2744
3900,3752
3913,646
3914,9928
3929,3584
3930,9281
3932,4953
3935,9201
3937,9261
3939,8075
3960,5085
3962,967
3967,6075
3988,3716
4000,9469
4003,7386
4011,9721
4017,2902
4034,8821
4041,9291
4059,4555
4063,3711
4065,3669
4076,5086
4091,3151
4097,9961
4123,2295
4126,5477
4136,47
4145,5448
4156,6449
4159,3885
4167,8417
4173,8336
4180,3623
4180,3256
4184,9539
4191,1581
4192,1291
4199,2609
4199,7333
4200,814
4225,1528
4241,1808
4262,5166
4277,1759
4282,8566
4283,3363
4307,7997
4322,6150
4335,8247
4341,6355
4343,5301
4392,6938
4421,4027
4423,3353
4430,6108
4430,3220
4432,7538
4435,4800
4436,4383
4436,2890
4443,3037
4443,6719
4451,8879
4455,6001
4459,8571
4472,7381
4511,9311
4518,4131
4527,5735
4542,259
4576,4687
4578,2058
4590,8242
4613,5062
4615,5740
4616,5999
4621,6995
4651,2486
4653,2627
4662,9140
4675,1794
4676,6345
4692,9599
4697,7133
4701,5077
4721,4755
4727,3311
4730,3525
4730,6657
4757,6584
4772,9398
4827,6486
4829,5925
4851,8500
4869,9
4884,596
4890,9061
4900,4642
4902,1963
4906,1635
4906,8591
4911,9025
4914,5115
4927,4679
4930,7628
4936,9562
4937,6894
4969,3700
4980,5078
4981,9804
4986,7038
4995,4865
4995,6082
5000,5424
