termid,docid
2682,4694
2685,6956
2685,1729
2685,5208
2699,2452
2711,2978
2713,2798
2714,1874
2724,5303
2726,9944
2743,5747
2748,8531
2752,9432
2756,634
2780,3137
2783,1188
2785,3389
2789,7528
2799,9116
2823,2478
2840,3996
2848,4182
2867,7399
2895,2698
2932,9604
2952,7315
2955,7231
2964,2691
2968,1796
2990,1931
2996,240
2996,3551
3007,2948
3008,8939
3027,4744
3035,8044
3067,7070
3078,6004
3079,3782
3079,643
3099,8195
3101,863
3111,8517
3111,1657
3122,4547
3128,5006
3130,4329
3133,1060
3137,9785
3147,1148
3149,2292
3160,798
3184,2639
3184,7253
3197,904
3210,9315
3231,1870
3237,3120
3251,9710
3253,7296
3257,5871
3267,6076
3268,874
3270,162
3270,1929
3271,7410
3272,6261
3272,7608
3280,4752
3286,7718
3297,1051
3302,1490
3315,526
3316,5520
3318,5803
3320,1086
3324,1714
3335,3283
3336,8486
3362,3603
3362,4900
3363,7502
3364,5451
3366,7442
3369,3637
3379,1078
3408,9801
3425,8271
3446,514
3449,6080
3452,7323
3469,1543
3498,679
3502,9282
3538,3254
3540,6249
3573,6670
3580,9038
3581,1418
3590,1391
3621,8513
3630,8169
3631,3067
3637,6299
3652,7417
3659,4844
3662,9813
3668,7517
3686,8638
3687,689
3688,4911
3688,4425
3705,2748
3706,8737
3715,5328
3726,7504
3765,5616
3772,5660
3780,5667
3783,1503
3790,90
3793,5602
3800,5219
3803,3417
3816,5833
3850,8009
3896,9612
3903,9439
3917,8194
3942,3825
3948,5890
3957,1276
3957,9208
3960,2711
3967,5982
3970,9208
3980,165
3994,4126
4005,2364
4023,8430
4032,8508
4045,645
4049,7775
4053,9843
4054,5806
4059,505
4065,5042
4068,9091
4070,2426
4071,2966
4071,712
4076,7224
4076,9302
4091,4957
4122,7166
4143,3567
4168,6318
4191,9788
4198,5574
4198,5222
4199,9459
4223,4802
4224,7191
4227,728
4241,3984
4249,6323
4257,4984
4257,7957
4263,6232
4279,2349
4280,2058
4292,4196
4294,7956
4306,6108
4318,4047
4337,7775
4358,1057
4359,9659
4374,3610
4375,6617
4401,5520
4401,8335
4411,3306
4417,4897
4431,934
4434,2521
4449,6800
4466,4990
4479,3471
4491,6732
4494,4852
4506,2443
4507,8055
4516,4972
4549,9751
4555,7640
4557,1152
4557,9102
4571,6449
4572,9757
4578,4630
4579,2027
4596,5975
4614,3543
4616,9821
4618,6612
4646,5165
4656,934
4661,5529
4667,6512
4687,8445
4687,5550
4688,126
4690,2734
4691,7729
4717,4613
4728,144
4738,8969
4749,4818
4768,2588
4782,2715
4806,1273
4807,8
4814,3081
4821,7066
4826,67
4852,654
4882,9655
4896,5511
4899,2875
4900,4104
4902,6926
4918,3904
4920,6379
4945,6595
4955,3695
4959,9653
4974,4756
4992,9932
4994,6830
5000,580
