termid,docid
2987,6584
3001,5427
3009,1969
3010,2847
3011,7594
3021,656
3033,7391
3041,726
3048,9149
3053,9311
3055,2582
3081,4274
3090,8319
3131,1889
3152,5366
3168,4204
3171,4845
3173,8689
3177,6939
3184,3743
3187,3692
3200,2503
3207,9962
3213,8785
3214,2956
3214,3527
3242,2677
3243,818
3246,5256
3257,67
3260,9541
3260,5468
3262,7533
3273,5085
3314,3400
3316,1220
3316,5294
3361,2238
3366,4035
3368,3745
3390,3236
3394,8139
3398,9144
3406,3433
3430,1077
3440,7463
3450,2977
3459,7637
3466,646
3475,3748
3477,8288
3480,9959
3481,803
3481,1293
3506,9584
3506,5474
3508,8191
3533,9493
3549,6225
3598,4466
3606,5603
3612,2902
3620,5823
3637,5217
3640,792
3640,8099
3652,5362
3655,4096
3667,5918
3674,8473
3687,997
3700,3050
3701,9736
3702,7460
3727,5608
3736,4524
3739,7289
3744,7745
3753,8969
3759,6306
3760,8470
3767,7198
3774,2808
3781,618
3801,5106
3815,5
3817,7776
3818,7706
3820,1652
3836,7941
3877,4306
3899,4313
3907,1353
3916,3799
3930,1880
3944,8818
3970,1520
3973,4628
3975,7435
3989,4141
3998,5812
4023,9145
4038,9596
4061,9989
4067,6067
4079,158
4099,5111
4104,4276
4115,2280
4126,5051
4160,9193
4161,1136
4163,8312
4165,1059
4170,1837
4172,2262
4201,5695
4207,7302
4221,8328
4224,7381
4226,9665
4229,1525
4247,9444
4271,6736
4274,2441
4277,5265
4278,9780
4291,5019
4298,4922
4306,7385
4315,5936
4332,4177
4336,282
4336,3597
4347,7213
4349,199
4349,2073
4361,3304
4376,9696
4378,7971
4395,7186
4406,5129
4415,8204
4425,3330
4443,2099
4447,4753
4454,7462
4459,8722
4476,2507
4477,4643
4477,6896
4496,7000
4501,7452
4504,8819
4507,1726
4534,5200
4540,5
4542,2556
4547,9582
4547,1296
4556,4529
4561,5415
4563,7427
4563,3744
4568,9629
4593,8684
4594,9460
4598,7267
4645,9397
4664,4679
4665,1321
4667,412
4670,8231
4675,7308
4679,4537
4682,510
4682,9630
4688,6389
4690,2440
4696,7069
4699,8118
4705,8216
4706,9270
4714,1103
4718,1738
4724,8174
4743,2959
4757,9481
4772,5900
4776,6527
4790,8281
4795,8391
4798,3020
4807,9837
4814,6384
4822,2660
4823,3810
4836,8129
4838,2089
4846,6296
4854,7127
4860,2746
4872,1449
4876,6748
4882,1674
4883,8335
4898,5293
4911,2422
4912,3516
4915,3906
4917,4029
4943,8779
4956,7249
4967,1580
4971,8445
4987,6208
4999,8469
